Loan ID,Customer ID,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Random_Name,Random_Phone_Number
295e39eb-0101-4aed-8bd3-15cd40e4d638,f8761816-7844-4610-ac49-f5799bea8c2a,525932.0,Short Term,732.0,1684407.0,10+ years,Home Mortgage,Debt Consolidation,12225.93,14.7,,7.0,0.0,331569.0,467060.0,0.0,0.0,Bradley Strickland,846-733-2619
d45e0169-fe85-4a83-b0a7-7b17fc1957d7,f02023f0-085d-4d26-abb3-d886ac6a5262,448228.0,Short Term,744.0,1354871.0,10+ years,Home Mortgage,Debt Consolidation,6153.53,16.9,,8.0,0.0,54169.0,285142.0,0.0,0.0,Jennifer Jones,131-833-2332
63d12b72-4b31-4b49-952b-2f0a8c669980,87af8a01-347d-463b-9a28-6089153bb149,347710.0,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,21771.15,19.2,,7.0,0.0,24377.0,239228.0,0.0,0.0,Suzanne Klein,611-285-6203
57ced483-0ac3-41eb-b22e-8e2bb22e7b5f,ff4ac779-d2f3-43b2-9943-70cbc83bf75a,182116.0,Short Term,,,1 year,Rent,Debt Consolidation,26269.02,29.3,71.0,26.0,1.0,410362.0,1044318.0,1.0,0.0,Alexis Sanders,801-176-5155
b1f7294d-794c-4d44-b1c6-c558d4c71855,7680fc52-eb28-4595-a329-7323ab153ae7,220682.0,Short Term,712.0,2858835.0,6 years,Rent,other,22799.24,12.5,20.0,9.0,0.0,339815.0,496826.0,0.0,0.0,Mr. William Cobb,205-695-2935
cf677437-10a9-4cf0-bf77-c8c588749b33,ec2406be-7cb6-4389-bd9b-25bfd97c7788,448756.0,Short Term,706.0,1162686.0,3 years,Rent,Debt Consolidation,25772.93,9.7,,11.0,0.0,401375.0,511852.0,0.0,0.0,Sherry Parker,158-441-1227
35e87c65-34d4-4c50-8e25-fc6d9c48b53f,df8f71f4-78b0-415f-83ec-d8a4fc9a4aaf,186912.0,Short Term,740.0,484747.0,5 years,Rent,Debt Consolidation,8886.87,10.2,,10.0,0.0,285323.0,671484.0,0.0,0.0,Tanya Green,252-970-4734
b0abe073-893c-4529-a0b8-b2f98da2ae18,c81f55de-5ab0-4552-a59b-d3044f45c536,221518.0,Short Term,727.0,1243531.0,9 years,Home Mortgage,Debt Consolidation,24559.59,9.5,,13.0,0.0,356231.0,440682.0,0.0,0.0,Jerome Montes,522-694-2115
5558b7ae-153b-454e-ba32-16a7d4439108,ae18f925-6db4-4d08-9b5b-da0e151bdd38,395648.0,Short Term,,,5 years,Rent,Debt Consolidation,35830.2,15.5,8.0,10.0,0.0,165281.0,285648.0,0.0,0.0,Leslie Davis,735-406-2965
7414a8f0-3d74-45aa-94e3-2b90ff04c48a,c3626e7a-a77a-4899-8c18-0746f9f81740,527054.0,Long Term,744.0,2465554.0,8 years,Rent,Debt Consolidation,20135.44,26.0,,10.0,0.0,453150.0,1097690.0,0.0,0.0,Matthew Mcdowell,502-163-2325
fb697810-b2e7-4d98-8a08-59d4a69d56f0,bce038de-dc1c-45ed-ac02-1bcf7b15a581,458964.0,Long Term,704.0,1581731.0,10+ years,Home Mortgage,other,28339.26,23.7,35.0,13.0,0.0,2203791.0,5406258.0,0.0,0.0,Zachary Roach,794-177-7624
f340deb1-d4f1-4c46-bf49-1467aa0c15ee,d53af568-1ac8-4c9d-bb2b-606e48097dce,79178.0,Short Term,676.0,382508.0,2 years,Home Mortgage,Debt Consolidation,6215.85,5.9,,10.0,0.0,59166.0,110682.0,0.0,0.0,Christopher Barrett,453-722-2339
014b7156-33db-4dac-b093-0901ff4b4dbf,8eeb4877-a61c-45f4-96f2-a3fa1554e24b,220594.0,Long Term,744.0,609634.0,,Home Mortgage,Debt Consolidation,6401.29,27.7,5.0,20.0,0.0,373692.0,1456884.0,0.0,0.0,Eileen Weaver,717-802-9197
c35cedca-ff49-49c6-83b3-896180af11e6,d232c53b-2ca5-4eb5-be0a-d591f81aa5e1,218350.0,Short Term,733.0,1470429.0,,Rent,Debt Consolidation,30388.79,11.8,,18.0,1.0,343938.0,502216.0,1.0,0.0,Kimberly Moss,141-481-8081
e52b1146-d633-4b9d-8f96-1f62be018ff5,7f754633-b71e-4a97-a392-b8adbf8c3288,351538.0,Short Term,698.0,1214423.0,< 1 year,Home Mortgage,Debt Consolidation,27931.71,20.2,27.0,15.0,0.0,472283.0,654896.0,0.0,0.0,Tamara Valdez,176-281-8709
50520e11-f7c1-47ed-b38d-591694014064,0414003a-8efd-43e0-9a40-6d499465dd48,126170.0,Short Term,,,,Rent,Debt Consolidation,13301.14,7.7,46.0,7.0,0.0,104234.0,179322.0,0.0,0.0,Gregory Johnson,647-538-7341
d4b0672c-0753-4409-9ab0-a6b6e09ba2cb,6279c982-d539-48f3-aba1-5822904b1220,333960.0,Long Term,,,8 years,Rent,Debt Consolidation,10927.85,11.9,19.0,16.0,0.0,175731.0,929104.0,0.0,0.0,Randall Johns,863-786-2763
3ae5ca1b-5bcb-4570-8f77-ea92b39b8f4a,a619f2aa-17c8-494a-94aa-0bb7ae67197d,156486.0,Short Term,719.0,637089.0,5 years,Home Mortgage,Debt Consolidation,6795.73,17.0,66.0,11.0,0.0,285950.0,453574.0,0.0,0.0,Brianna Martinez,406-252-5839
f7374548-ac77-40fa-96ef-5c6c8a718861,a1a97f24-63e3-4c4a-a45e-26c3075ea941,128040.0,Short Term,730.0,1551920.0,10+ years,Home Mortgage,Debt Consolidation,14096.67,22.6,,10.0,0.0,360867.0,426800.0,0.0,0.0,Deanna Crawford,456-914-3651
e328f5e1-aa70-4220-8cdd-a95062bf7073,2dabb141-a1b7-4b85-96d0-ab3cdce9f0d9,99999999.0,Short Term,745.0,1713420.0,10+ years,Rent,Debt Consolidation,6625.3,33.1,,8.0,0.0,44688.0,522588.0,0.0,0.0,Nancy Wilson,458-482-5743
d1cd4a3b-1c0b-4ecb-85bb-f1e57159a3dd,36cb105b-59e2-4cdc-87d5-3ef7a36504cb,99999999.0,Short Term,750.0,1401782.0,10+ years,Home Mortgage,Debt Consolidation,16821.27,18.0,57.0,12.0,0.0,255816.0,881562.0,0.0,0.0,Andrew Conrad,881-733-5030
76cf3285-ac14-4f89-b089-0352eea85221,975cb9dd-90e3-4466-afac-f45c9bb59e09,219670.0,Short Term,744.0,1271100.0,< 1 year,Rent,Debt Consolidation,15570.88,31.8,50.0,7.0,1.0,166459.0,338140.0,1.0,0.0,Karen Mcneil,496-386-5095
41c9a7b9-eb1d-4e97-adfb-0e35d43233fe,092bee43-a278-4451-9f17-e99bca3b53f9,328504.0,Short Term,,,10+ years,Rent,Debt Consolidation,10268.17,16.7,,8.0,0.0,79724.0,566324.0,0.0,0.0,Sandra Anderson,694-661-5881
a8a1ff3a-e9d1-4b16-b31f-bc911dd9f9af,5dbbd929-5739-4c2e-99e9-f80f73980581,88220.0,Short Term,746.0,1047622.0,9 years,Rent,Buy a Car,2706.36,13.1,,5.0,0.0,73302.0,297792.0,0.0,0.0,Lauren Young,688-914-7912
67ec3be4-48db-4a2f-8e14-465680189cf1,400b4443-b9bb-471a-848f-be7a8cb0a071,524348.0,Long Term,,,8 years,Home Mortgage,Debt Consolidation,14702.01,17.9,,8.0,1.0,302024.0,434962.0,1.0,0.0,Angela Castro,269-627-2287
b0bc39c4-4786-46a1-924e-b7a38a7bd55c,4e90c969-ef08-4383-8ac2-866a94a5df9e,336006.0,Short Term,721.0,1166942.0,10+ years,Rent,Debt Consolidation,24603.1,17.2,33.0,8.0,0.0,145293.0,199320.0,0.0,0.0,Douglas Navarro,786-273-9814
7a4158ac-a251-4150-b0cd-999456d308c2,3ef62375-1cdd-4b04-9e00-3113085ba5f6,99999999.0,Short Term,745.0,1663089.0,10+ years,Home Mortgage,Debt Consolidation,33400.67,12.0,,14.0,0.0,622383.0,1168002.0,0.0,0.0,Pamela Powell,717-568-7214
e4524b23-f90f-4790-a286-c3022ea0e4a7,08338f1b-0b3f-4da6-91a5-007898a35027,184514.0,Short Term,,,5 years,Own Home,Debt Consolidation,9197.52,19.2,22.0,11.0,0.0,147592.0,401170.0,0.0,0.0,Amanda Flores,200-328-4832
2f23b2cc-53b0-469a-b69c-a0f565f3c1fc,5c59bb1e-f33b-457a-aa13-784a6cc29285,258302.0,Short Term,730.0,743584.0,2 years,Home Mortgage,Debt Consolidation,7807.67,10.8,,10.0,0.0,155591.0,488246.0,0.0,0.0,Leah Johnson,912-519-8029
69382bb1-d5fe-459c-ac95-8e49a7f07526,62879dc8-4fa4-4df5-848b-bf74a779e1a4,769010.0,Short Term,729.0,2808352.0,1 year,Home Mortgage,Debt Consolidation,22981.64,33.8,50.0,11.0,0.0,372077.0,474474.0,0.0,0.0,Lisa Todd,881-773-9162
88a599fc-5760-4a52-b07e-d6ce5a8eba99,8f85275d-e13f-4981-bbbd-c2f70c160250,433268.0,Long Term,668.0,2982183.0,10+ years,Home Mortgage,Debt Consolidation,45726.92,34.1,20.0,21.0,0.0,579500.0,1235740.0,0.0,0.0,Mario Ward,649-513-2584
617b1d39-9349-48e5-b9ac-323268c96c2e,d11812df-9ab0-4f4f-a0ff-c1a11e38dce4,127182.0,Short Term,740.0,859617.0,10+ years,Own Home,Debt Consolidation,15186.51,26.5,,16.0,1.0,97318.0,450692.0,1.0,0.0,Barbara Bowen,189-253-9434
e583c5f6-4c42-4494-9ce4-b19b7a577225,824978fb-cd80-4faf-8f9b-90613d416118,349580.0,Short Term,749.0,1320823.0,10+ years,Rent,Debt Consolidation,30378.91,22.3,,26.0,5.0,262694.0,1376320.0,0.0,5.0,Ashley Fleming,429-682-6583
796e46ac-07f1-4e93-8869-592a92c73baa,82c5e0ea-e4ed-4f15-a6db-3938138ab0a7,179058.0,Short Term,717.0,1799680.0,2 years,Rent,Other,14502.32,23.3,14.0,6.0,0.0,234099.0,512380.0,0.0,0.0,Amy Mccormick,791-685-3624
5c6ede3e-b576-4da2-8047-e4447cbde5c3,381055d7-5454-4f5f-bfdd-21bc4400984b,222618.0,Short Term,729.0,1441967.0,10+ years,Home Mortgage,Debt Consolidation,3652.94,25.9,29.0,5.0,1.0,79914.0,106854.0,1.0,0.0,Elijah Rodriguez,491-957-5898
778cfdb2-fa4c-4407-965c-acd2843f7c43,24d2269d-b801-4f21-8c6a-7f0431bd9ac0,483670.0,Long Term,7030.0,949335.0,7 years,Home Mortgage,Debt Consolidation,10363.55,15.8,22.0,11.0,1.0,14592.0,238106.0,1.0,0.0,Christian Miller,244-227-1930
b8215a16-4301-4a6c-a4f8-1b35725e6925,881a4280-b20c-4bb6-a8d6-1503d47a28e6,445852.0,Short Term,745.0,1867510.0,1 year,Rent,Home Improvements,35949.52,10.1,40.0,13.0,0.0,205770.0,505868.0,0.0,0.0,Marisa Wright,348-325-7151
b88a6b90-ef3d-4eeb-9035-bf6a2bd8bb51,4a8c355c-2511-4cb6-9f42-530c758a60c0,129008.0,Short Term,746.0,523697.0,7 years,Rent,Debt Consolidation,12481.29,9.0,26.0,20.0,0.0,89281.0,494670.0,0.0,0.0,Kenneth Evans,817-252-9537
a18b8bdf-d9e1-4ed2-bf9b-be8eed6feb50,f7c8a61c-2749-4e2d-bed3-51206108b97d,715682.0,Long Term,,,10+ years,Rent,Debt Consolidation,27930.0,17.7,,12.0,0.0,291935.0,931194.0,0.0,0.0,Alyssa Stephenson,684-602-5598
cf045fc8-1d73-4b28-9038-72d2e5367c30,3a169aac-1aa3-4562-a582-8e22e305ddfc,481316.0,Short Term,7070.0,965827.0,10+ years,Rent,Debt Consolidation,13441.17,19.7,,9.0,0.0,237082.0,315524.0,0.0,0.0,Sabrina Joseph,906-819-3362
712fa429-26ed-4eb7-9a90-ec5a38515d50,db37617f-ddaf-4dfd-a9d8-98b5a1181f6b,174658.0,Short Term,7450.0,754224.0,10+ years,Home Mortgage,Debt Consolidation,14204.4,28.0,67.0,11.0,0.0,170088.0,360074.0,0.0,0.0,Sarah Medina,486-444-2818
947fccf7-dd72-4523-87dc-c2aa4d519b2f,cc3fc6e1-28b6-4900-8e5e-39337b67eec0,89892.0,Short Term,741.0,2524416.0,< 1 year,Rent,other,10665.84,20.0,71.0,9.0,0.0,229805.0,474298.0,0.0,0.0,Douglas Garcia,913-199-2780
94fb329a-df15-4cbb-9548-01fdcf471517,53e5657f-5ea0-4781-bee6-98bdd317c60a,99999999.0,Short Term,749.0,1719918.0,10+ years,Home Mortgage,Debt Consolidation,23118.63,25.3,,9.0,0.0,381273.0,796884.0,0.0,0.0,Kenneth Walters,401-152-7507
3946cb35-af9b-4987-a149-17a680a0e644,2e10146d-9b0a-4a03-a6e9-acb6af489fce,222332.0,Long Term,,,9 years,Home Mortgage,Debt Consolidation,2822.64,20.8,18.0,6.0,1.0,89357.0,215578.0,1.0,0.0,Brett Austin,601-157-1118
b73342fe-151f-4834-8c07-fac9e131a0bc,3302eaec-aab0-4c5a-b95b-9ce90ce745bf,256036.0,Long Term,694.0,1795443.0,10+ years,Own Home,Debt Consolidation,24537.55,10.9,33.0,12.0,0.0,201761.0,295350.0,0.0,0.0,Austin Yoder,580-196-9862
cc497727-8f03-4a42-9b62-66264228dfb8,a206d024-b92a-41fc-88f5-c86168264149,454630.0,Long Term,656.0,2020935.0,10+ years,Home Mortgage,Debt Consolidation,25093.3,28.7,30.0,11.0,0.0,285342.0,358732.0,0.0,0.0,Norman Gutierrez,182-841-3925
e39e64d2-01c7-472b-b2a6-2cd9d5adb75d,606b2b8a-a1eb-4185-9ad0-682c5f4ca4f7,288178.0,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,12029.09,15.6,9.0,9.0,0.0,312246.0,936650.0,0.0,0.0,Brian Greene,433-205-4076
d14505fa-f9df-4df4-b99d-9b225508edce,72d9e12d-e956-407f-837e-c52f2976e284,215270.0,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,23053.46,16.8,,18.0,0.0,426683.0,748550.0,0.0,0.0,Thomas Weaver,149-561-7385
2c677e68-e88e-4e4c-8764-be39f33d4372,5b5cec8f-c6b6-4d05-a332-471ac9d54abc,99999999.0,Long Term,741.0,616341.0,3 years,Rent,Medical Bills,7914.83,16.0,19.0,6.0,0.0,4484.0,33110.0,0.0,0.0,Chris Ingram,683-614-4597
9cac1412-0ff2-43d8-8b0b-8c2410b0877b,41c21fb8-3fac-4c81-a02f-3be202d04ba0,733172.0,Long Term,706.0,1417590.0,10+ years,Home Mortgage,Debt Consolidation,33667.81,18.0,,15.0,0.0,548568.0,903518.0,0.0,0.0,Shannon Day,740-256-4544
13223345-1aa9-41f8-9992-7cd4bee7bebc,92a01b4e-1c45-44c1-8855-a86246ce2a42,385330.0,Long Term,737.0,1336669.0,1 year,Home Mortgage,Debt Consolidation,14146.45,38.7,,19.0,0.0,585561.0,2023912.0,0.0,0.0,Amy Jones,594-946-6072
ff1cd31b-5399-42af-9781-1de4a826da19,f0013219-6887-4b4a-a0e4-3d3d7b87c5de,191510.0,Short Term,,,1 year,Rent,Debt Consolidation,13439.08,20.3,,10.0,0.0,659661.0,1483130.0,0.0,0.0,Austin Estrada,489-688-4897
bbd1f989-501c-4ade-a106-52dbd0e605a1,8ad0e48d-5757-430f-9ea3-d7949eaf69e6,380138.0,Short Term,741.0,946276.0,< 1 year,Home Mortgage,Debt Consolidation,18452.23,17.6,,21.0,0.0,343691.0,487696.0,0.0,0.0,Joseph Martin,150-601-1230
275b5f09-53ca-4cc3-849f-ce0de768823c,439705aa-d412-4b64-ac50-c9877f986709,155210.0,Short Term,736.0,861764.0,10+ years,Rent,Debt Consolidation,20825.71,10.9,,13.0,0.0,133247.0,232716.0,0.0,0.0,Adrian Steele,181-239-8498
ea6f86c1-b858-4c1f-9a15-f2e156075698,c441e323-b242-46b7-9877-027b2e67a010,225456.0,Short Term,,,9 years,Rent,Debt Consolidation,19257.07,30.6,22.0,12.0,0.0,281865.0,490776.0,0.0,0.0,Melissa Roach,226-316-8830
dbc6a3de-a8e0-4717-ba5d-fa29b32ad01f,cecc695c-650c-40a9-9db4-7d2187c16b61,87362.0,Short Term,729.0,584706.0,9 years,Rent,other,9403.86,10.0,,8.0,0.0,186105.0,388960.0,0.0,0.0,Rebecca Bryant,349-341-7374
6cb83e11-1b4a-4de8-9bfa-c05ad4f7a74f,de38c86d-da75-46fa-9795-aa78b05ee0d5,99999999.0,Long Term,703.0,1121988.0,2 years,Home Mortgage,Debt Consolidation,6470.07,16.9,,5.0,0.0,92530.0,173360.0,0.0,0.0,Fred Becker,970-718-2873
5ef05316-4c55-446b-8f4d-3717ef24139e,75f648a2-fff4-4d9f-8daf-91fc3f5c64aa,435820.0,Long Term,650.0,1505560.0,2 years,Rent,Debt Consolidation,26723.69,10.5,,15.0,0.0,390640.0,637054.0,0.0,0.0,Jeremiah Chambers,479-714-7357
09ee53d8-721c-409e-964c-02d61a32a20e,6abac3d7-66fd-417b-8e87-badcb7dd99d9,346764.0,Short Term,702.0,1123014.0,< 1 year,Rent,Debt Consolidation,15272.96,17.8,77.0,6.0,0.0,448571.0,548460.0,0.0,0.0,Eric Pope,347-722-1504
33e3bb16-2f75-4f9c-a411-c24d8cdaac01,2b369f71-067f-45e5-975a-0d7fa96aa371,111914.0,Short Term,718.0,947131.0,5 years,Rent,Other,576.27,30.7,48.0,4.0,0.0,57741.0,134244.0,0.0,0.0,Tony Fox,959-608-2609
a5f48dc3-a1e8-4142-8dca-db3bad348221,afa8085b-0c98-4da3-a150-f40a416488a4,767844.0,Long Term,714.0,1724155.0,1 year,Home Mortgage,Business Loan,19727.13,18.0,,7.0,0.0,229786.0,515636.0,0.0,0.0,Julia Adams,825-183-3360
0a263af1-3cf0-46a5-8778-2088cb578f6d,a147b764-5963-48a9-bb77-3e43714e8abb,498850.0,Long Term,715.0,1115262.0,10+ years,Home Mortgage,Debt Consolidation,24350.02,9.5,36.0,18.0,0.0,386574.0,1177924.0,0.0,0.0,Gwendolyn Santos,998-108-1798
ccf52b75-8043-4c53-b4c4-2a11e7491d64,dcf8c8be-74fd-443b-a6af-ff83ed6263b5,430364.0,Short Term,,,3 years,Home Mortgage,Debt Consolidation,23415.79,14.1,,15.0,1.0,404643.0,632302.0,0.0,1.0,Logan Mays,999-818-8295
7ecfc187-4291-48de-bcb9-c69fea1b01d3,ff4b2d45-a398-433c-afc1-6fc3956c26f1,285604.0,Short Term,706.0,853803.0,10+ years,Home Mortgage,other,5898.36,29.4,59.0,14.0,0.0,89566.0,349228.0,0.0,0.0,Michelle Jones,768-223-9460
b4774176-fa67-4511-9c85-8d520d8f6dc9,7ec96afe-bc19-4363-a343-250db07f74b6,135234.0,Short Term,,,1 year,Home Mortgage,Home Improvements,29036.18,23.0,,18.0,0.0,684722.0,7016218.0,0.0,0.0,Lawrence Meadows,551-153-8527
45b4b502-67d5-4ed6-83d4-816b75a99054,2fe74d9e-ccb9-4c4a-b941-9e3f497e91dc,182886.0,Short Term,713.0,1897340.0,< 1 year,Home Mortgage,other,3162.36,19.4,26.0,9.0,1.0,120156.0,244948.0,0.0,0.0,Vanessa Thomas,725-379-9347
446efa73-f5e7-4669-91d1-f7dc862616a5,6186063e-59b4-466b-977a-883474116728,64680.0,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,26184.66,28.8,48.0,9.0,0.0,412281.0,885676.0,0.0,0.0,Michelle Ellis,317-284-8349
2face333-cbeb-4a53-810a-7c3772361300,735de354-f8b3-4b6d-8cea-5138210bcbf7,161150.0,Short Term,732.0,1410997.0,1 year,Home Mortgage,other,17872.73,12.1,,13.0,1.0,114646.0,250470.0,1.0,0.0,Xavier Palmer,313-807-6440
224479ee-d733-43ee-9026-0f8a55a4c736,618783a1-5138-4724-8175-690d54189ce2,377740.0,Long Term,652.0,1039338.0,7 years,Rent,Business Loan,16196.36,17.7,77.0,9.0,0.0,248007.0,483428.0,0.0,0.0,Roger Wilson,752-197-3275
589b77fb-9fef-476f-9dbb-9ec8334c976c,b9fce3cf-01de-4667-9966-13661205380c,309738.0,Long Term,657.0,741228.0,7 years,Home Mortgage,Debt Consolidation,14083.18,19.2,38.0,9.0,0.0,288363.0,431376.0,0.0,0.0,Justin Crosby,755-660-9350
4fab3b4e-b6c8-4026-9489-bd85500aa57c,bbe88c23-f59a-4955-bee8-6e5cd7524f81,384252.0,Short Term,,,5 years,Home Mortgage,Debt Consolidation,18751.86,16.5,,8.0,0.0,272365.0,430254.0,0.0,0.0,Cassandra Carter,707-613-6124
9b7b1c39-ef85-4df8-a960-eed6c1c9dd93,674cdd34-0154-4887-adf4-1ff8efd4b0a1,222728.0,Short Term,731.0,1154136.0,1 year,Rent,Debt Consolidation,15196.2,6.5,,8.0,0.0,269116.0,407352.0,0.0,0.0,Charlene Fleming,828-524-1460
3b69b469-aa46-4a88-8894-2deb3f5ee6c4,1d0aa009-c59e-4c94-b023-5d5f1c71fb00,313060.0,Short Term,,,3 years,Home Mortgage,Debt Consolidation,19311.6,21.0,,9.0,0.0,428583.0,615714.0,0.0,0.0,Roger Anderson,705-147-3374
0873dcf0-0420-49ee-895a-8387a46067fe,f9f596e1-9581-44a2-b2f1-a5550cf132e3,221782.0,Short Term,732.0,2777325.0,10+ years,Home Mortgage,Home Improvements,31013.51,22.0,3.0,10.0,0.0,198493.0,314842.0,0.0,0.0,Carolyn Figueroa,799-281-3612
672f3954-fb2d-46de-98f7-4feb10d679d5,11d65bd4-0a94-4445-bafe-03d68bb10c22,206404.0,Short Term,,,9 years,Home Mortgage,Debt Consolidation,24243.05,17.2,,11.0,1.0,227658.0,976272.0,1.0,0.0,Kevin Marsh,835-989-1291
cf50bd7c-6054-485f-a13d-50582c9d126d,3f8652b9-ff48-4e3e-a6d8-b8bd74736853,331936.0,Short Term,,,10+ years,Rent,Debt Consolidation,25440.62,17.6,,11.0,0.0,343919.0,892870.0,0.0,0.0,Devin Rose,386-717-7130
7a38c71c-2ec7-40e6-82ca-d17404b2c8fa,0c0c4826-a564-4464-a6e2-9fa47b218ef6,221144.0,Long Term,665.0,611154.0,2 years,Own Home,Debt Consolidation,14566.16,10.9,,17.0,0.0,41420.0,128238.0,0.0,0.0,Jerry Potts,375-379-6630
1ca21fca-3a48-4e3b-b102-86593f1d46cb,31d493e0-8355-4b7e-8d3e-ff9c3bdc47e0,145684.0,Short Term,693.0,813010.0,4 years,Rent,Buy House,25135.29,14.1,52.0,16.0,1.0,75050.0,297594.0,0.0,0.0,Kelly Dunn,899-571-5967
d5b06de7-8937-49b0-9a26-fb924fa295cb,57661c78-3606-417a-b406-281cefc1d835,70334.0,Short Term,705.0,552843.0,4 years,Rent,Other,13728.83,16.7,20.0,12.0,0.0,275728.0,426250.0,0.0,0.0,Samuel Chambers,103-833-3174
bac27e44-8a0a-425d-a6dd-8e7e69b704a2,3bdadce5-2ccd-42d9-9bb1-4b53c2d28b4c,243672.0,Long Term,6620.0,682499.0,4 years,Rent,Debt Consolidation,2616.3,12.0,,10.0,0.0,56924.0,219736.0,0.0,0.0,John Spencer,417-379-5210
0de7c2a5-69ee-499f-9306-b7848d21c8c1,dce27c71-6513-46bb-a887-bdf2a324924f,87736.0,Short Term,664.0,606176.0,2 years,Rent,Other,1763.01,9.5,,3.0,0.0,61788.0,87780.0,0.0,0.0,Brittany Welch,990-163-7518
a65d7dda-ddc7-45c9-b5d2-dd21360e6f94,8797c809-a1a8-43d1-acc0-96a6c7f33bd6,99999999.0,Short Term,750.0,1428477.0,3 years,Home Mortgage,Debt Consolidation,15475.12,27.7,31.0,14.0,0.0,218253.0,1989944.0,0.0,0.0,Jody Jackson,113-586-5673
a0a1a2e4-d9b1-4b93-abd1-b78ecd0bd03f,b493c608-3ca8-4c73-b161-ada2bdf48ea1,232804.0,Short Term,725.0,696749.0,5 years,Rent,Debt Consolidation,15851.13,14.5,,20.0,1.0,106267.0,585970.0,1.0,0.0,Ashley Hansen,855-543-9162
bf516feb-c0c4-4726-b0e3-64529cff38c6,03553a59-1d0e-4747-bdbf-d88f62ea3855,131362.0,Short Term,701.0,1058794.0,10+ years,Rent,Debt Consolidation,3141.08,19.3,16.0,8.0,0.0,99617.0,324016.0,0.0,0.0,Wesley Stanley,150-139-8646
db2b921e-bee8-421d-9940-152ac1c218b2,09b41a38-ad11-4c73-bfac-9afab3ea95a4,646272.0,Short Term,710.0,2232576.0,5 years,Home Mortgage,Home Improvements,26046.72,17.7,26.0,16.0,0.0,361285.0,712668.0,0.0,0.0,Grace Miller,993-458-7176
2c9c59be-1ae5-416e-be3f-35d4119d300d,21e863ef-cc7f-4024-ada3-b48dcfaceb35,179366.0,Short Term,725.0,2071836.0,1 year,Rent,Debt Consolidation,51623.0,21.3,36.0,30.0,0.0,133532.0,495550.0,0.0,0.0,Natalie Noble,432-700-9911
3f372a25-fa51-459c-b656-474a4aae4d56,3f410c3d-d48d-4f0f-b75d-399d62b5461c,216942.0,Short Term,747.0,786904.0,10+ years,Own Home,other,7672.39,27.9,,10.0,0.0,210140.0,779878.0,0.0,0.0,David Jones,440-182-5141
18824443-89e1-410b-aadd-0b67744bdc6e,a2910c28-a65e-4a96-a5e3-836b196379c7,174944.0,Short Term,740.0,1582852.0,7 years,Rent,Debt Consolidation,32316.53,17.6,,13.0,0.0,585238.0,892804.0,0.0,0.0,Kristy Williams,957-693-2989
3c0cd075-74d4-491d-841c-9974e4347339,3bac0231-b309-4e57-a28b-e11af138c341,304216.0,Short Term,740.0,4766644.0,< 1 year,Home Mortgage,Debt Consolidation,24150.9,18.9,,13.0,10.0,278065.0,356554.0,2.0,8.0,Catherine Nguyen,540-559-3289
21cba266-0f92-4708-a59d-1e044c320b74,917ce153-9466-4533-831b-f11195ec3185,582648.0,Long Term,698.0,1645039.0,2 years,Rent,Debt Consolidation,24949.85,17.5,,17.0,1.0,490257.0,719466.0,0.0,1.0,Deborah Singh,466-817-6794
7039e8b5-5638-4e16-b394-e0b001986da5,15dafc66-c6af-418f-9fd2-0d1a33dc6552,76670.0,Short Term,696.0,375706.0,3 years,Rent,Debt Consolidation,11960.12,17.7,,15.0,1.0,168473.0,330616.0,1.0,0.0,Stacy Bryant,640-567-7152
41d0511a-5f2d-40c9-a0ee-3faf245a7f67,07b0de64-17b6-4448-ba29-e483d3f15c82,654720.0,Long Term,,,10+ years,Home Mortgage,Debt Consolidation,23178.1,17.4,,10.0,0.0,832922.0,1303302.0,0.0,0.0,Eric Stone DVM,594-526-9227
26c8f507-3222-40b3-ba06-f87016ea7b60,c5b77d44-ec68-402a-ae35-404ceb1b8dc3,221892.0,Long Term,706.0,804859.0,3 years,Own Home,Debt Consolidation,18042.4,16.7,13.0,28.0,0.0,354673.0,1153592.0,0.0,0.0,Luke Lopez,136-518-9510
a4390dc7-f064-4fac-8b9b-e8e34bae216e,22d06857-060b-45ab-8be3-f56456a699cc,443498.0,Long Term,,,1 year,Home Mortgage,Debt Consolidation,15853.98,11.1,,9.0,0.0,376428.0,581922.0,0.0,0.0,Andrea Hartman,260-866-7229
dc88617d-995b-4e19-aa38-8291c7cd824c,7ab62a89-f70e-453a-90e0-a77a38e4bf7e,191136.0,Short Term,735.0,528998.0,7 years,Rent,Debt Consolidation,15032.42,22.5,46.0,11.0,0.0,219279.0,316602.0,0.0,0.0,Cameron Watson,853-648-7272
74e7f127-771b-4ff4-9e30-5c22ba667a5d,1fb44e06-4836-41b9-a701-6fba17ffa774,452804.0,Long Term,720.0,874418.0,4 years,Home Mortgage,Debt Consolidation,15957.91,16.9,,14.0,0.0,566618.0,1115796.0,0.0,0.0,Jessica Bauer,136-749-9345
